artist,album,albumyear,bayesian,votes,rating,played
Susanne Sundfør,Ten Love Songs,2015,4.15,16,4.12,91
Susanne Sundfør,The Silicone Veil,2012,4.32,5,4.30,20
Susanne Sundfør,The Brothel,2010,4.25,1,4.00,12
Suspyre,Suspyre,2012,4.58,7,4.64,8
Suspyre,When Time Fades,2008,4.36,7,4.36,26
Suspyre,A Great Divide,2007,4.68,8,4.75,30
Suspyre,The Silvery Image,2005,4.42,1,4.50,6
Swifan Eolh & The Mudra Choir,The Key,2019,4.13,4,4.00,11
Syd Arthur,Sound Mirror,2014,4.46,17,4.47,135
Syd Arthur,A Monstrous Psychedelic Bubble (Amorphous Androgynous Remixes),2014,4.45,12,4.46,57
Syd Arthur,On An On,2006,4.58,8,4.63,30
Syderalus,Inner Silence,2018,4.25,1,4.00,6
Sylvan,One to Zero,2021,4.67,35,4.69,74
Sylvan,Home,2014,4.60,34,4.62,262
Sylvan,Sceneries CD1,2012,4.59,17,4.62,234
Sylvan,Sceneries CD2,2012,4.63,4,4.75,115
Sylvan,Force of Gravity,2009,4.72,15,4.77,333
Sylvan,Leaving Backstage CD 1,2008,4.77,19,4.82,239
Sylvan,Leaving Backstage CD 2,2008,4.78,15,4.83,305
Sylvan,Presets,2007,4.85,13,4.92,383
Sylvan,Posthumous Silence,2006,4.60,20,4.63,1231
Sylvan,X-Rayed,2004,4.75,31,4.77,1288
Sylvan,Artificial Paradise,2002,4.88,38,4.91,1263
Sylvan,Deliverance.,2002,4.55,3,4.67,99
Sylvan,Encounters,2000,3.97,5,3.80,154
Sylvium,Waiting For The Noise,2015,4.31,7,4.29,28
Sylvium,The Gift of Anxiety,2013,4.04,5,3.90,16
Sylvium,Purified,2012,4.48,9,4.50,100
Symbolica,Precession,2012,4.38,8,4.38,9
Symphonity,Marco Polo: The Metal Soundtrack,2022,4.03,7,3.93,11
Symphony,Mind Reflections,2008,4.59,1,5.00,10
Symphony X,Underworld,2015,4.74,34,4.76,115
Symphony X,Iconoclast,2011,4.72,27,4.74,59
Symphony X,Iconoclast (Bonus Disc),2011,4.53,6,4.58,24
Symphony X,Paradise Lost,2007,4.85,32,4.88,109
Symphony X,The Odyssey,2002,4.92,60,4.94,149
Symphony X,Live On The Edge Of Forever,2001,4.63,12,4.67,38
Symphony X,Live On The Edge Of Forever (Disc 2),2001,4.19,2,4.00,2
Symphony X,V: The New Mythology Suite,2000,4.89,32,4.92,130
Symphony X,Twilight In Olympus,1998,4.89,43,4.92,113
Symphony X,The Divine Wings Of Tragedy,1997,4.92,39,4.95,136
Symphony X,The Damnation Game,1995,4.65,16,4.69,64
Symphony X,Symphony X (Special Edition),1994,4.48,11,4.50,27
Symphorce,Unrestricted,2011,4.44,2,4.50,10
Syncromind Project,Syncronized,2020,4.63,4,4.75,17
Synergy Protocol,Odd To Get Even,2016,4.71,4,4.88,23
Synesthesia,Worst Case Scenario,2015,3.92,1,3.00,1
Syrinx,Qualia,2009,4.66,24,4.69,198
Syrinx,Reification,2003,4.57,9,4.61,47
Syzygy,Misconnected Man,2017,4.04,4,3.88,13
Syzygy,Realms Of Eternity,2009,4.41,6,4.42,169
Syzygy,The Allegory of Light,2003,4.71,4,4.88,65
t,Pareidoliving,2022,4.53,24,4.54,47
t,Solipsystemology,2019,4.39,18,4.39,42
t,Epistrophobia,2016,4.32,2,4.25,19
t,Fragmentropy,2015,4.43,22,4.43,248
t,Psychoanorexia,2013,4.05,3,3.83,9
t,Anti-Matter Poetry,2010,4.34,9,4.33,35
T.E.E,Tales Of Eternal Entities,2016,3.88,4,3.63,16
T.E.E,Trans Europe Expression,2012,4.38,4,4.38,25
T2,It'll All Work Out In Boomland,1970,4.49,14,4.50,213
Tad Morose,Chapter X,2018,4.22,6,4.17,13
Tad Morose,Revenant,2013,4.25,1,4.00,2
Tad Morose,Modus Vivendi,2003,4.19,2,4.00,13
Tad Morose,Matters Of The Dark,2002,4.25,3,4.17,13
Taipuva Luotisuora,IV,2009,4.19,2,4.00,10
Tak Matsumoto,Hana,2003,4.03,6,3.92,212
Tako,U Vreci Za Spavanje,1980,4.68,5,4.80,11
Tako,Tako,1978,4.48,9,4.50,16
Tale Of Diffusion,Adventures Of Mandorius (The Bird),2009,4.42,1,4.50,18
Tálesien,Tálesien,2016,4.39,5,4.40,5
Talisma,Quelque Part,2008,3.97,5,3.80,18
Talisma,Chromium,2005,4.15,3,4.00,19
Talisma,Corpus,2003,4.63,4,4.75,40
Talk Talk,Laughing Stock,1991,4.48,8,4.50,25
Talk Talk,Spirit Of Eden,1988,4.54,4,4.63,25
Talvienkeli,Hybris,2017,4.35,3,4.33,9
Tamarisk,Suspended Animation,2021,4.19,2,4.00,5
Tamarisk,Breaking the Chains,2018,4.15,3,4.00,3
Tangerine Circus,A Brief Encounter With Myself,2018,4.41,6,4.42,22
Tangerine Circus,The Conspiracy Chronicles,2015,4.41,6,4.42,17
Tangerine Dream,Quantum Gate,2017,4.46,17,4.47,45
Tangerine Dream,The Endless Seasons,2010,4.68,5,4.80,34
Tangerine Dream,Hyperborea (P.O.P.T. Remastered 2020),1983,4.32,2,4.25,3
Tangerine Dream,White Eagle,1982,3.95,3,3.67,2
Tangerine Dream,Exit,1981,4.59,1,5.00,1
Tangerine Dream,Tangram,1980,4.66,6,4.75,12
Tangerine Dream,In Search Of Hades - The Virgin Recordings 1973-1979 CD16 Force Majeure,1979,4.59,1,5.00,2
Tangerine Dream,In Search Of Hades - The Virgin Recordings 1973-1979 CD15 Cyclone,1978,4.52,11,4.55,17
Tangerine Dream,In Search Of Hades - The Virgin Recordings 1973-1979 CD13 Stratosfear,1976,4.75,5,4.90,8
Tangerine Dream,"In Search Of Hades - The Virgin Recordings 1973-1979 CD10 The Royal Albert Hall, London (2nd April 1975)",1975,4.57,2,4.75,1
Tangerine Dream,In Search Of Hades - The Virgin Recordings 1973-1979 CD9 Rubycon,1975,4.59,1,5.00,1
Tangerine Dream,In Search Of Hades - The Virgin Recordings 1973-1979 CD5,1974,4.59,1,5.00,1
Tangerine Dream,In Search Of Hades - The Virgin Recordings 1973-1979 CD1 Phaedra,1974,4.42,7,4.43,6
Tangerine Dream,In Search Of Hades - The Virgin Recordings 1973-1979 CD3,1973,4.47,5,4.50,5
Tangerine Dream,In Search Of Hades - The Virgin Recordings 1973-1979 CD2 Phaedra Out-Takes,1973,4.29,4,4.25,3
Taotopia,Nightfall,2018,3.92,1,3.00,5
Taproban,Per Aspera Ad Astra,2017,4.47,5,4.50,38
Taproban,Strigma,2013,4.25,1,4.00,6
Taproban,Posidonian Fields,2006,4.69,2,5.00,46
Tarja Turunen,Colours In The Dark,2013,4.48,11,4.50,48
Tarkus,Ao Vivo Em Niteroi,2005,4.66,15,4.70,284
Tarot,The Warrior's Spell,2015,4.04,5,3.90,5
Taskaha,Taskaha,2020,4.45,3,4.50,5
Tauk,Chaos Companion,2021,4.39,9,4.39,31
Tauk,Singles,2020,4.43,8,4.44,11
Tauk,Shapeshifter II: Outbreak,2018,4.63,4,4.75,6
Tauk,Shapeshifter I: Construct,2018,4.28,6,4.25,18
Tauk,Sir Nebula,2016,4.64,21,4.67,321
Tauk,Headroom,2015,4.51,17,4.53,107
Tauk,Collisions,2014,4.66,12,4.71,189
Tauk,Homunculus,2013,4.32,2,4.25,17
Tauk,Pull Factors,2013,4.19,2,4.00,12
TCP,Temporal Chaos,2016,4.44,18,4.44,121
TDW,Fountains,2021,4.19,2,4.00,2
TDW,The Days the Clock Stopped,2020,4.31,10,4.30,7
TDW,The Antithetic Affiliation - The Cynic,2017,4.54,5,4.60,17
TDW,Music To Stand Around And Feel Awkward To!,2016,4.09,1,3.50,2
Tea For Two,101,2000,4.25,5,4.20,18
Tears,Emptiness,2003,3.92,1,3.00,26
Tears For The Dead Gods,Tears For The Dead Gods,2004,4.09,1,3.50,48
Teeth of the Sea,Highly Deadly Black Tarantula,2015,3.92,1,3.00,13
Teeth of the Sea,Master,2013,4.25,1,4.00,17
Teeth of the Sea,Your Mercury,2010,4.05,3,3.83,22
Telegraph,Mir,2018,4.61,5,4.70,36
Teleharmonium,The Mother Generator,2015,4.16,6,4.08,30
Telergy,Black Swallow,2020,4.55,13,4.58,46
Telergy,The Legend of Goody Cole,2013,4.25,1,4.00,1
Telergy,The Exodus,2011,4.35,3,4.33,3
Tellus Requiem,Invictus (The 11Th Hour),2013,4.59,1,5.00,3
Tempano,Nowhere Now Here,2016,4.27,12,4.25,246
Tempano,Selective Memory,2008,4.23,8,4.19,250
Tempano,Atabal - Yemal,2003,4.32,5,4.30,129
Tempano,The Agony and the Ecstacy,2002,4.25,3,4.17,188
Tempest,Going Home,2022,4.04,4,3.88,7
Temple,Contrasting Emotions (Remastered),2016,4.32,2,4.25,11
Temple Of Switches,Four,2022,4.23,8,4.19,20
Temple Of Switches,The Wings Of Mind,2020,4.09,1,3.50,1
Temple Of Switches,Helium Parade,2017,4.55,3,4.67,1
Temple Of Switches,Temple Of Switches,2014,4.29,4,4.25,2
Tempul,All the Windows of the World,2013,4.25,1,4.00,12
Tempus Fugit,Chessboard,2008,4.62,22,4.64,522
Tempus Fugit,The Dawn After the Storm,1999,4.41,6,4.42,128
Tempus Fugit,Tales From a Forgotten World Extended and Remastered,1997,4.35,3,4.33,63
Ten Jinn,Ziggy Blackstar - A Tribute To David Bowie,2018,4.64,7,4.71,15
Ten Jinn,Sisyphus,2017,4.42,1,4.50,9
Ten Jinn,As On A Darkling Plain,1999,4.61,5,4.70,109
Teodasia,Metamorphosis,2016,4.38,4,4.38,3
Teramaze,Flight of the Wounded,2022,4.58,8,4.63,7
Teramaze,And The Beauty They Perceive,2021,4.53,7,4.57,25
Teramaze,Sorella Minore,2021,4.32,13,4.31,37
Teramaze,I Wonder,2020,4.82,21,4.86,56
Teramaze,Are We Soldiers,2019,4.30,12,4.29,21
Teramaze,Her Halo,2015,4.70,12,4.75,47
Teramaze,Esoteric Symbolism,2014,4.61,10,4.65,49
Teramaze,AnhedoniA,2012,4.64,7,4.71,44
Terra Rising,Machines,2013,4.32,2,4.25,8
Tesla Manaf,Tesla Manaf,2014,4.68,8,4.75,19
Tessellated Shapes,In Different Frames,2016,4.25,1,4.00,2
Tesseract,Sonder,2018,4.52,9,4.56,46
Tesseract,Polaris,2015,4.77,19,4.82,96
Tesseract,Altered State,2013,4.58,8,4.63,57
Tesseract,One,2011,4.54,5,4.60,22
Test The Divide,Silver,2018,4.42,1,4.50,3
Tetractys,A Mysterious Place on Sight,2018,3.69,2,3.00,4
Thalion,Another Sun,2004,4.25,3,4.17,7
Thank You Scientist,Plague Accommodations,2021,4.51,19,4.53,21
Thank You Scientist,Terraformer,2019,4.60,73,4.61,185
Thank You Scientist,Stranger Heads Prevail,2016,4.55,66,4.55,247
Thank You Scientist,Maps of Non-Existent Places,2012,4.51,55,4.52,285
Thank You Scientist,The Perils Of Time Travel,2011,4.51,21,4.52,101
The Afro Circus,Journey To The Center Of The Ear,2015,4.25,3,4.17,25
The Algorithm,Brute Force,2016,4.37,11,4.36,25
The Algorithm,Polymorphic Code,2012,3.84,9,3.72,19
The Amazing,Ambulance,2016,4.21,4,4.13,3
The Amazing,Picture You,2015,4.18,5,4.10,21
The Amber Light,Play,2008,4.39,5,4.40,66
The Amber Light,Goodbye to Dusk Farewell to Dawn,2006,4.07,2,3.75,3
The Anabasis,Back From Being Gone,2011,4.35,3,4.33,10
The Ancestry Program,Mysticeti Ambassadors Part 1,2021,4.53,6,4.58,5
The Ancestry Program,Tomorrow,2020,4.18,5,4.10,6
The Anchoress,Confessions of a Romance Novelist,2016,4.34,9,4.33,44
The Aristocrats,The Aristocrats with Primuz Chamber Orchestra,2022,4.75,11,4.82,14
The Aristocrats,Tres Caballeros,2015,4.25,1,4.00,2
The Aristocrats,The Aristocrats,2011,4.32,2,4.25,1
The Aurora Project,World Of Grey,2016,4.32,5,4.30,12
The Aurora Project,Selling The Aggression,2013,4.46,4,4.50,11
The Aurora Project,Shadow Border,2009,4.25,1,4.00,5
The Band Whose Name Is A Symbol,Droneverdose,2018,3.69,2,3.00,10
The Bardic Depths,Promises Of Hope,2022,4.07,2,3.75,4
The Barstool Philosophers,Crossing Over,2015,4.53,7,4.57,23
The Barstool Philosophers,Sparrows,2009,4.75,3,5.00,11
The Ben Cameron Project,A Cycle Never Ending,2016,4.45,3,4.50,10
The Ben Cameron Project,Tipping Point,2014,4.25,1,4.00,4
The Benzene Ring,Crossing The Divide,2015,4.07,2,3.75,22
The Black Fall,Clear Perception,2019,4.15,3,4.00,8
The Black Fall,The Time Traveler,2016,4.25,1,4.00,2
The Black Noodle Project,Code 2.0,2020,4.33,8,4.31,18
The Black Noodle Project,Divided we fall,2017,4.40,15,4.40,113
The Black Noodle Project,Ghosts & Memories,2013,4.43,9,4.44,112
The Black Noodle Project,Play Again,2006,4.08,7,4.00,163
The Black Noodle Project,And life Goes On...,2004,4.35,3,4.33,20
The Bob Lazar Story,Vanquisher,2019,3.96,4,3.75,20
The Bob Lazar Story,Baritonia,2017,4.25,7,4.21,108
The Bob Lazar Story,Self-Loathing Joe,2015,4.36,10,4.35,52
The Bob Lazar Story,Ghost of Foodstool,2014,4.34,9,4.33,43
The Bob Lazar Story,The Silence Of Perez De Cuellar,2007,4.42,7,4.43,39
The Bob Lazar Story,(sic),2006,4.19,2,4.00,4
The Box,Black Dog There,2005,4.04,5,3.90,22
The Breakfast,Phantasmagoria,2019,4.03,7,3.93,9
The Brimstone Solar Radiation Band,Mannsverk,2014,4.15,3,4.00,14
The Brimstone Solar Radiation Band,Smorgasbord,2009,4.30,9,4.28,39
The Brimstone Solar Radiation Band,Solstice,2005,3.94,2,3.50,14
The Brimstone Solar Radiation Band,The Brimstone Solar Radiation Band,2004,3.96,4,3.75,25
The Carl Verheyen Band,Take One Step,2006,4.59,1,5.00,92
The Carpet Knights,According To Life,2009,4.18,5,4.10,24
The Chronicles of Israfel,"A Trillion Lights, Tome II",2016,4.07,2,3.75,2
The Chronicles Project,When Darkness Falls,2015,4.35,3,4.33,4
The Claypool Lennon Delirium,South Of Reality,2019,4.57,31,4.58,94
The Claypool Lennon Delirium,Lime And Limpid Green,2017,4.58,7,4.64,10
The Claypool Lennon Delirium,Monolith Of Phobos,2016,4.28,8,4.25,19
The Contortionist,Clairvoyant,2017,4.59,1,5.00,4
The Crest,Vain City Chronicles,2005,4.25,5,4.20,12
The Crest,Letter From Fire,2002,4.29,4,4.25,19
The Critical Failure,...Unconventional Breakfast.. A Story Of Characters,2018,4.58,8,4.62,12
The Crystal Caravan,The Crystal Caravan,2009,4.15,3,4.00,33
The Custodian,Necessary Wasted Time,2013,4.71,4,4.88,73
The Cyberiam,Connected,2021,4.63,8,4.69,34
The Cyberiam,The Cyberiam,2018,4.64,36,4.65,305
The D Project,Find Your Sun,2018,4.37,19,4.37,37
The D Project,Making Sense,2014,4.25,3,4.17,38
The D Project,Big Face,2011,4.63,20,4.65,341
The D Project,The Sagarmatha Dilemma,2008,4.47,7,4.50,226
The D Project,Shimmering Lights,2006,4.15,10,4.10,533
The Dame,Losing Sight Of What You Want,2018,4.22,6,4.17,19
The Dark Element,Songs the Night Sings,2019,4.38,4,4.37,4
The Deadstation,Episode 01: Like Peering Into The Deepest Ocean Abyss,2012,4.35,3,4.33,23
The Dear Hunter,Casey Crescenzo & Brian Adam McCune - The Fox & The Hunt,2020,4.35,6,4.33,18
The Dear Hunter,All Is As All Should Be,2017,4.53,6,4.58,27
The Dear Hunter,Act V: Hymns with the Devil In Confessional,2016,4.39,52,4.39,369
The Dear Hunter,Act IV: Rebirth in Reprise,2015,4.36,48,4.35,273
The Dear Hunter,Migrant,2013,4.63,8,4.69,33
The Dear Hunter,Act III: Life And Death (Deluxe Edition),2009,4.31,23,4.30,144
The Dear Hunter,"Act II: The Meaning Of, & All Things Regarding Ms. Leading",2007,4.44,19,4.45,160
The Dear Hunter,"Act I: The Lake South, The River North",2006,4.11,5,4.00,17
The Decemberists,The Hazards Of Love,2009,4.63,15,4.67,159
The Decemberists,The Crane Wife,2006,4.19,10,4.15,35
The Devil's Staircase,The Devil's Staircase,2020,4.75,11,4.82,15
The Divine Baze Orchestra,Dead But Dreaming,2010,4.08,7,4.00,22
The Divine Baze Orchestra,Once We Were Born...,2007,4.25,1,4.00,19
The Dreamside,Another Spark Of Light,2015,4.44,2,4.50,3
The Dreamside,Sorrow Bearing Tree,2014,4.19,2,4.00,3
The Dust Connection,Nine Days Wonder,2009,4.15,3,4.00,5
The Dystopian Project,Death Leaves An Echo,2014,4.13,4,4.00,4
The Earth and I,The Candleman and the Curtain,2017,4.60,6,4.67,6
The Element,From Sand Part I,2012,4.25,1,4.00,3
The Emerald Dawn,To Touch the Sky,2021,4.42,13,4.42,29
The Enid,U,2019,4.29,4,4.25,8
The Enid,Dust,2016,4.07,9,4.00,16
The Enid,Invicta,2012,3.75,3,3.33,13
The Enid,Tears Of The Sun,1999,4.18,5,4.10,26
The Enid,White Goddess,1998,4.07,2,3.75,5
The Enid,Tripping The Light Fantastic,1994,3.94,2,3.50,7
The Enid,In The Region Of The Summer Stars,1976,4.42,7,4.43,32
The Experiment No.Q,Right After The Experiment No.Q,2016,4.15,3,4.00,7
The Experiment No.Q,The Experiment No.Q,2014,4.59,1,5.00,3
The Fall Of Troy,Doppelgänger,2005,4.33,17,4.32,25
The Far Cry,If Only,2021,4.35,3,4.33,36
The Far Meadow,Foreign Land,2019,4.52,9,4.56,25
The Far Meadow,Given The Impossible,2016,4.23,12,4.21,77
The Fents,The Other Side.,1987,4.31,7,4.29,5
The Fents,First Offense,1983,4.38,4,4.38,6
The Fierce And The Dead,The Euphoric,2018,4.15,3,4.00,7
The Fierce And The Dead,On VHS,2012,4.07,2,3.75,2
The Flower Kings,By Royal Decree,2022,4.75,65,4.76,99
The Flower Kings,Islands,2020,4.69,48,4.70,115
The Flower Kings,Waiting For Miracles,2019,4.51,28,4.52,115
The Flower Kings,Desolation Rose (bonus disc),2013,4.83,8,4.94,44
The Flower Kings,Desolation Rose,2013,4.53,21,4.55,203
The Flower Kings,Banks of Eden,2012,4.71,18,4.75,413
The Flower Kings,Banks of Eden (Bonus Disk),2012,4.68,5,4.80,28
The Flower Kings,The Sum Of No Evil,2007,4.49,21,4.50,470
The Flower Kings,The Sum of No Evil [Limited Edition Bonus Disc],2007,4.31,7,4.29,91
The Flower Kings,Paradox Hotel (Disk 1),2006,4.69,25,4.72,575
The Flower Kings,Instant Delivery - Limited Edition CD1,2006,4.73,12,4.79,185
The Flower Kings,Instant Delivery - Limited Edition CD2,2006,4.65,20,4.67,419
The Flower Kings,Paradox Hotel (Disk 2),2006,4.46,17,4.47,310
The Flower Kings,Adam & Eve,2004,4.77,34,4.79,873
The Flower Kings,Unfold The Future (CD 1),2002,4.72,22,4.75,427
The Flower Kings,Unfold The Future (CD 2),2002,4.33,8,4.31,167
The Flower Kings,The Rainmaker,2001,4.80,29,4.83,416
The Flower Kings,Space Revolver,2000,4.84,27,4.87,563
The Flower Kings,Alive On Planet Earth (Disc 2),2000,4.79,21,4.83,280
The Flower Kings,Alive On Planet Earth (Disc 1),2000,4.70,22,4.73,251
The Flower Kings,Flower Power Disc 1,1998,4.93,17,5.00,373
The Flower Kings,Flower Power Disc 2,1998,4.51,18,4.53,491
The Flower Kings,Stardust We Are (CD 2),1997,4.79,30,4.82,765
The Flower Kings,Stardust We Are (CD 1),1997,4.67,37,4.69,916
The Flower Kings,Retropolis,1996,4.77,29,4.79,541
The Flower Kings,Back In The World Of Adventures,1995,4.78,40,4.80,451
The Fractured Dimension,On The Precipice Of Many Infinities,2018,4.35,3,4.33,14
The Future Kings of England,Who is this Who is coming?,2011,4.61,10,4.65,26
The Future Kings of England,The Viewing Point,2009,4.57,9,4.61,113
The Future Kings of England,The Future Kings Of England,2005,4.59,1,5.00,13
The Gentle Storm,The Diary (Storm Version),2015,4.68,25,4.70,200
The Gentle Storm,The Diary (Gentle Version),2015,4.60,11,4.64,62
The Gift,Antenna,2019,4.82,13,4.88,46
The Gift,Why The Sea Is Salt,2016,4.30,17,4.29,143
The Gift,Land of Shadows,2014,4.06,11,4.00,20
The Gift,Awake And Dreaming,2006,4.46,19,4.47,164
The Gourishankar,The World Unreal,2016,4.29,11,4.27,36
The Gourishankar,2nd Hands,2007,4.44,38,4.45,1184
The Gourishankar,Close Grip,2003,4.43,8,4.44,237
The Gourishankar,Integral Symphony,2002,4.47,6,4.50,18
The Great Discord,The Rabbit Hole,2017,4.13,4,4.00,5
The Great Gamble,Book 1,2012,4.39,5,4.40,14
The Great Game,The Great Game,2014,3.69,2,3.00,22
The Harvest Colour,Turn to Blue,2018,4.57,2,4.75,8
The Healing Road,Birdbrain's Travels,2014,4.57,2,4.75,8
The Id,The Masque,2016,4.42,1,4.50,25
The Id,A Deserter's Tale,2016,4.09,1,3.50,23
The Id,Idiocracy,2015,4.13,4,4.00,18
The Inner Road,Ascension,2013,4.09,1,3.50,21
The Inner Road,Visions,2011,4.15,3,4.00,25
The Jelly Jam,Profit,2016,4.15,10,4.10,78
The Jelly Jam,2,2004,4.51,26,4.52,736
The Jelly Jam,The Jelly Jam,2002,4.13,4,4.00,374
The Kindred,Life In Lucidity,2014,3.94,2,3.50,2
The Knells,Knells II,2017,3.89,5,3.70,15
The Last Embrace,The Winding Path,2015,4.59,1,5.00,14
The Last Placid Days of Plenty,Headphone Gallery,2005,4.25,1,4.00,50
The Lazarus Trio,Open Letters,2017,4.25,11,4.23,110
The Laze,Cryptic Plumage,2018,4.21,4,4.13,10
The Laze,The Phantom of the Opera (1925 Motion Picture Soundtrack),2014,4.25,3,4.17,35
The Laze,Spacetime Fabric Conditioner,2009,4.42,7,4.43,25
The Light Afternoon,The History Of Mr Puffin Man,2017,4.11,5,4.00,14
The Light in the Ocean,The Pseudo-Scientific Study of Oceanic Neo-Cryptid Zoology,2020,4.32,5,4.30,17
The Light in the Ocean,The Light In The Ocean,2019,4.11,5,4.00,4
The Light Year,Steps To Life,2016,4.49,19,4.50,191
The Living,The Jungle Is Dark But Full Of Diamonds,2012,4.25,3,4.17,17
The Living,Bedd Tracks,2009,4.42,1,4.50,2
The Living,The Sin,2008,4.47,5,4.50,140
The Mad Baron,When Nothing Comes True,2018,4.09,1,3.50,4
The Mariana Hollow,Velvet Black Sky,2012,4.25,1,4.00,3
The Mercury Tree,Spidermilk,2019,3.95,3,3.67,21
The Mercury Tree,Permutations,2016,3.95,3,3.67,3
The Mercury Tree,Countenance,2014,4.79,4,5.00,15
The Mercury Tree,Pterodactyls,2011,4.42,1,4.50,5
The Merlin Bird,Chapter and Verse,2014,4.55,12,4.58,201
The Mighty Bard,Blue God And Other Stories,2014,4.45,3,4.50,27
The Moody Blues,Sur La Mer,1988,4.55,14,4.57,94
The Moody Blues,Long Distance Voyager,1981,4.76,18,4.81,189
The Moody Blues,Seventh Sojourn,1972,4.84,27,4.87,291
The Moody Blues,Every Good Boy Deserves Favour,1971,4.78,22,4.82,191
The Moody Blues,A Question of Balance,1970,4.66,19,4.68,206
The Moody Blues,On The Threshold of a Dream,1969,4.68,35,4.70,425
The Moody Blues,To Our Children's Children's Children,1969,4.72,15,4.77,204
The Moody Blues,In Search Of The Lost Chord,1968,4.77,23,4.80,312
The Moody Blues,Days Of Future Passed,1967,4.79,32,4.81,354
The Moon and the Nightspirit,Of Dreams Forgotten and Fables Untold,2005,4.66,6,4.75,135
The Multiverse Concept,Chasing Echoes,2016,4.63,4,4.75,14
The Mute Gods,Atheists And Believers,2019,4.21,11,4.18,31
The Mute Gods,Tardigrades Will Inherit The Earth,2017,4.19,2,4.00,24
The Mystery Hall,The Voyager Through the Void,2005,3.92,1,3.00,8
The National Orchestra of the United Kingdom of Goats,Vargorok,2016,4.25,1,4.00,7
The National Orchestra of the United Kingdom of Goats,Vaaya and the Sea,2012,4.59,12,4.63,190
The National Orchestra of the United Kingdom of Goats,The Three Walls of Kolepta,2011,4.32,2,4.25,4
The National Orchestra of the United Kingdom of Goats,The Chronicles of Sillyphus,2011,4.15,3,4.00,4
The Neal Morse Band,Innocence & Danger,2021,4.77,34,4.79,82
The Neal Morse Band,The Great Adventure,2019,4.81,51,4.82,160
The Neal Morse Band,The Similitude Of A Dream (CD 1),2016,4.62,37,4.64,252
The Neal Morse Band,The Similitude of a Dream (CD 2),2016,4.64,25,4.66,179
The Neal Morse Band,Alive Again,2016,4.54,33,4.55,94
The Neal Morse Band,The Grand Experiment,2015,4.69,31,4.71,283
The Nerve Institute,Fictions,2015,4.13,8,4.06,26
The Night Watch,An Embarrassment of Riches,2019,4.35,3,4.33,14
The NightTimeProject,Pale Season,2019,4.32,5,4.30,11
The Ocean,Phanerozoic II: Mesozoic | Cenozoic,2020,4.69,28,4.71,84
The Ocean,Phanerozoic I: Palaeozoic,2018,3.95,3,3.67,5
The Ocean,Pelagial (instrumental),2013,4.65,3,4.83,21
The Ocean,Pelagial,2013,4.14,7,4.07,21
The Ocean,Heliocentric,2010,4.42,1,4.50,5
The Ocean,fluXion,2004,4.42,1,4.50,5
The Omega Experiment,,2020,4.44,2,4.50,9
The Paradox Twin,Silence From Signals,2021,4.25,3,4.17,16
The Paradox Twin,The Importance of Mr Bedlam,2018,4.40,11,4.41,7
The Paralydium Project,Worlds Beyond,2020,4.61,18,4.64,57
The Phantom Of Phobos,From A Dead Channel,2018,4.38,4,4.38,12
The Pneumatic Transit,Chordae Tendineae,2019,4.05,3,3.83,6
The Pneumatic Transit,Concerto For Double Moon,2015,3.89,5,3.70,23
The Prodigal Sounds,Fruit of the Steel Tree,2013,4.58,7,4.64,39
The Prog Collective,Worlds on Hold,2021,4.47,26,4.48,62
The Prog Collective,Epilogue,2013,4.47,6,4.50,132
The Prog Collective,The Prog Collective,2012,4.45,12,4.46,94
The Progressive Souls Collective,Sonic Birth,2020,4.19,10,4.15,29
The Psychedelic Ensemble,Mother's Rhymes,2019,4.78,15,4.83,47
The Psychedelic Ensemble,The Sunstone,2015,4.30,24,4.29,143
The Psychedelic Ensemble,The Tale Of The Golden King,2013,4.57,35,4.59,323
